Model,Compactness_Cosine,Separation_Cosine,Silhouette_Cosine,Avg_Levenshtein
LDA,0.04589424640771045,0.6695956732892198,0.8833332050820547,21.82857142857143
LSA,0.08214556510874131,0.45490208107803565,0.37263272803929837,21.61904761904762
KMeans,-0.01162398701596498,-0.06787811863570438,0.5034120284295163,24.78095238095238
HAC,-0.027217956792000817,0.9285714285714286,0.9995814148179154,20.133333333333333
