Model,Compactness_Cosine,Separation_Cosine,Silhouette_Cosine,Avg_Levenshtein
LDA,-0.049440384111719866,0.773125727684431,0.8970986037506966,23.676190476190477
LSA,0.0822411619294252,0.4545351295694452,0.36283832124278653,21.504761904761907
KMeans,-0.012203766961425654,-0.06752426610258659,0.47215653815105,22.37142857142857
HAC,-0.04511216364845187,0.9285714285714286,1.0,20.247619047619047
