Model,Compactness_Cosine,Separation_Cosine,Silhouette_Cosine,Avg_Levenshtein
LDA,0.14687530778923635,0.8432524006868714,0.7043314711549313,32.285714285714285
LSA,0.09698839412762887,0.41468125961991054,0.2877570199026815,35.72380952380952
KMeans,-0.024881378358286743,0.10510916495355198,0.09120459814732251,33.095238095238095
HAC,-0.04144972291375548,0.9285714285714286,0.9995814148179154,30.81904761904762
